SYMBOL,GID,GENENAME
PLEKHH2,104837384,pleckstrin homology domain-containing family H member 2
DYNC2LI1,104837385,cytoplasmic dynein 2 light intermediate chain 1
ABCG5,104837386,ATP-binding cassette sub-family G member 5
ABCG8,104837387,ATP-binding cassette sub-family G member 8
LRPPRC,104837389,"leucine-rich PPR motif-containing protein, mitochondrial"
PPM1B,104837390,protein phosphatase 1B isoform X1
SLC3A1,104837392,neutral and basic amino acid transport protein rBAT
PREPL,104837391,prolyl endopeptidase-like isoform X1
CAMKMT,104837424,calmodulin-lysine N-methyltransferase
SIX3,104837394,homeobox protein SIX3
SIX2,104837395,homeobox protein SIX2
SRBD1,104837396,S1 RNA-binding domain-containing protein 1
PRKCE,104837397,protein kinase C epsilon type
EPAS1,104837425,endothelial PAS domain-containing protein 1
TMEM247,104837426,transmembrane protein 247
RHOQ,104837399,rho-related GTP-binding protein RhoQ
PIGF,104837398,phosphatidylinositol-glycan biosynthesis class F protein
CRIPT,104837400,cysteine-rich PDZ-binding protein
SOCS5,104837401,suppressor of cytokine signaling 5
MCFD2,104837402,multiple coagulation factor deficiency protein 2 isoform X1
TTC7A,104837404,tetratricopeptide repeat protein 7A isoform X1
CALM2,104837405,calmodulin isoform X1
PPP1CB,104837406,serine/threonine-protein phosphatase PP1-beta catalytic subunit
PLB1,104837427,"phospholipase B1, membrane-associated"
FOSL2,104837408,fos-related antigen 2
BRE,104837409,BRCA1-A complex subunit BRE isoform X1
RBKS,104837410,ribokinase
MRPL33,104837411,"39S ribosomal protein L33, mitochondrial"
TRNASTOP-UCA,104798257,tRNA-TERM
LOC104837412,104837412,uncharacterized protein LOC104837412 isoform X1
SLC4A1AP,104837428,kanadaptin
SUPT7L,104837429,STAGA complex 65 subunit gamma
ZNF865,104837430,zinc finger protein 865
PRCP,104837536,lysosomal Pro-X carboxypeptidase
DDIAS,104837431,DNA damage-induced apoptosis suppressor protein isoform X1
RAB30,104837432,ras-related protein Rab-30
LOC104837433,104837433,"uncharacterized LOC104837433, transcript variant X3"
PCF11,104837434,pre-mRNA cleavage complex 2 protein Pcf11 isoform X1
ANKRD42,104837435,ankyrin repeat domain-containing protein 42
CCDC90B,104837436,"coiled-coil domain-containing protein 90B, mitochondrial isoform X1"
DLG2,104837437,disks large homolog 2 isoform X1
TMEM126A,104837438,transmembrane protein 126A
CREBZF,104837537,CREB/ATF bZIP transcription factor
CCDC89,104837539,LOW QUALITY PROTEIN: coiled-coil domain-containing protein 89
SYTL2,104837440,synaptotagmin-like protein 2 isoform X1
CCDC83,104837441,coiled-coil domain-containing protein 83
PICALM,104837442,phosphatidylinositol-binding clathrin assembly protein isoform X1
EED,104837443,polycomb protein EED
LOC104837540,104837540,protein Hikeshi
LOC104837541,104837541,taste receptor type 2 member 40-like
LOC104837444,104837444,uncharacterized LOC104837444
TENM4,104837445,teneurin-4
NARS2,104837446,"probable asparagine--tRNA ligase, mitochondrial isoform X1"
GAB2,104837447,GRB2-associated-binding protein 2
USP35,104837448,ubiquitin carboxyl-terminal hydrolase 35
KCTD21,104837449,BTB/POZ domain-containing protein KCTD21
ALG8,104837450,"probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase"
THRSP,104837451,thyroid hormone-inducible hepatic protein
LOC104837452,104837452,uncharacterized protein LOC104837452
KCTD14,104837453,BTB/POZ domain-containing protein KCTD14
INTS4,104837454,integrator complex subunit 4 isoform X1
AAMDC,104837455,mth938 domain-containing protein
RSF1,104837456,remodeling and spacing factor 1 isoform X1
CLNS1A,104837457,methylosome subunit pICln isoform X1
AQP11,104837459,aquaporin-11 isoform X1
PAK1,104837460,LOW QUALITY PROTEIN: serine/threonine-protein kinase PAK 1
GDPD4,104837461,glycerophosphodiester phosphodiesterase domain-containing protein 4
MYO7A,104837462,unconventional myosin-VIIa
CAPN5,104837464,calpain-5
OMP,104837463,olfactory marker protein
ACER3,104837465,alkaline ceramidase 3 isoform X1
TSKU,104837466,tsukushin
GUCY2F,104837542,retinal guanylyl cyclase 2
LRRC32,104837467,leucine-rich repeat-containing protein 32
LOC104837468,104837468,protein EMSY isoform X1
LOC104837470,104837470,uncharacterized LOC104837470
PRKRIR,104837543,52 kDa repressor of the inhibitor of the protein kinase
LOC104837471,104837471,uncharacterized LOC104837471
TRNAP-UGG,104798218,tRNA-Pro
TRNAP-AGG,104798216,tRNA-Pro
WNT11,104837472,protein Wnt-11
UVRAG,104837473,UV radiation resistance-associated gene protein isoform X1
DGAT2,104837474,diacylglycerol O-acyltransferase 2
MOGAT2,104837475,2-acylglycerol O-acyltransferase 2
MAP6,104837476,microtubule-associated protein 6
KLHL35,104837477,kelch-like protein 35
GDPD5,104837478,glycerophosphodiester phosphodiesterase domain-containing protein 5
SERPINH1,104837479,serpin H1
RPS3,104837480,40S ribosomal protein S3
FCHSD2,104837481,FCH and double SH3 domains protein 2
P2RY2,104837482,P2Y purinoceptor 2
P2RY6,104837483,P2Y purinoceptor 6
ARHGEF17,104837544,rho guanine nucleotide exchange factor 17
RELT,104837545,tumor necrosis factor receptor superfamily member 19L
FAM168A,104837485,protein FAM168A isoform X1
PLEKHB1,104837486,pleckstrin homology domain-containing family B member 1
RAB6A,104837487,ras-related protein Rab-6A isoform X1
MRPL48,104837488,"39S ribosomal protein L48, mitochondrial isoform X1"
LOC104837489,104837489,"cytochrome c oxidase assembly factor 4 homolog, mitochondrial isoform X1"
PAAF1,104837492,proteasomal ATPase-associated factor 1 isoform X1
DNAJB13,104837491,dnaJ homolog subfamily B member 13 isoform X1
LOC104837493,104837493,mitochondrial uncoupling protein 3-like
C2CD3,104837547,C2 domain-containing protein 3
PPME1,104837494,protein phosphatase methylesterase 1
P4HA3,104837548,prolyl 4-hydroxylase subunit alpha-3
NEU3,104837549,sialidase-3
SPCS2,104837495,signal peptidase complex subunit 2 isoform X1
XRRA1,104837550,X-ray radiation resistance-associated protein 1
RNF169,104837496,E3 ubiquitin-protein ligase RNF169
CHRDL2,104837551,chordin-like protein 2
POLD3,104837552,LOW QUALITY PROTEIN: DNA polymerase delta subunit 3
KCNE3,104837498,potassium voltage-gated channel subfamily E member 3
PGM2L1,104837499,"glucose 1,6-bisphosphate synthase isoform X1"
TPBGL,104837553,trophoblast glycoprotein-like
SLCO2B1,104837500,solute carrier organic anion transporter family member 2B1
LOC104837554,104837554,olfactory receptor 2AT4
LOC104837555,104837555,disintegrin and metalloproteinase domain-containing protein 9-like
WDR73,104837556,WD repeat-containing protein 73
ARRB1,104837558,beta-arrestin-1
PDE2A,104837559,"cGMP-dependent 3',5'-cyclic phosphodiesterase"
ARAP1,104837501,"arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1"
LOC104837560,104837560,"arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1-like"
STARD10,104837502,PCTP-like protein
CLPB,104837503,caseinolytic peptidase B protein homolog isoform X1
PHOX2A,104837561,paired mesoderm homeobox protein 2A
INPPL1,104837562,"phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2"
FOLR3,104837563,folate receptor gamma
ANAPC15,104837564,anaphase-promoting complex subunit 15
LOC104837505,104837505,transmembrane O-methyltransferase
LAMTOR1,104837565,ragulator complex protein LAMTOR1
NUMA1,104837506,nuclear mitotic apparatus protein 1 isoform X1
XRCC1,104837507,DNA repair protein XRCC1
RNF121,104837508,RING finger protein 121
IL18BP,104837566,interleukin-18-binding protein
ART1,104837567,GPI-linked NAD(P)(+)--arginine ADP-ribosyltransferase 1
CHRNA10,104837568,neuronal acetylcholine receptor subunit alpha-10
NUP98,104837509,nuclear pore complex protein Nup98-Nup96 isoform X1
PGAP2,104837512,post-GPI attachment to proteins factor 2 isoform X1
RHOG,104837510,rho-related GTP-binding protein RhoG
STIM1,104837514,stromal interaction molecule 1
LOC104837513,104837513,sodium-dependent proline transporter-like isoform X1
RRM1,104837516,ribonucleoside-diphosphate reductase large subunit
LOC104837517,104837517,LOW QUALITY PROTEIN: olfactory receptor 52K2-like
LOC104837569,104837569,olfactory receptor 52I2-like
LOC104837570,104837570,olfactory receptor 52K2-like
LOC104837571,104837571,olfactory receptor 52K2-like
LOC104837572,104837572,olfactory receptor 51E2-like
LOC104837531,104837531,putative olfactory receptor 51H1
LOC104837532,104837532,olfactory receptor 51G2
LOC104837533,104837533,olfactory receptor 51E2-like
LOC104837535,104837535,LOW QUALITY PROTEIN: uncharacterized protein LOC104837535
LOC104837518,104837518,hemoglobin subunit epsilon
LOC104837521,104837521,hemoglobin subunit beta
LOC104837520,104837520,hemoglobin subunit beta-like
LOC104837519,104837519,hemoglobin subunit rho isoform X1
LOC104837522,104837522,LOW QUALITY PROTEIN: olfactory receptor 52B2-like
LOC104837573,104837573,LOW QUALITY PROTEIN: olfactory receptor 51V1-like
LOC104837574,104837574,folate receptor gamma-like
LOC104837575,104837575,uncharacterized gene
LOC104837576,104837576,olfactory receptor 52B2-like
LOC104837577,104837577,ubiquilin-2-like
LOC104837578,104837578,olfactory receptor 52B2-like
LOC104837579,104837579,olfactory receptor 52B2-like
RPS11,104837524,40S ribosomal protein S11
FAM160A2,104837580,FTS and Hook-interacting protein
CNGA4,104837581,cyclic nucleotide-gated cation channel alpha-4
CCKBR,104837582,gastrin/cholecystokinin type B receptor
SMPD1,104837583,sphingomyelin phosphodiesterase
APBB1,104837585,amyloid beta A4 precursor protein-binding family B member 1
HPX,104837586,hemopexin
TRIM3,104837525,tripartite motif-containing protein 3
ARFIP2,104837526,arfaptin-2 isoform X1
TIMM10B,104837587,mitochondrial import inner membrane translocase subunit Tim10 B
RRP8,104837528,ribosomal RNA-processing protein 8 isoform X1
ILK,104837527,integrin-linked protein kinase isoform X1
TPP1,104837588,tripeptidyl-peptidase 1
DCHS1,104837530,protocadherin-16
LCMT2,104837589,tRNA wybutosine-synthesizing protein 4
FTSJ1,104837590,putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase
ZNF518B,104837591,zinc finger protein 518B
LOC104837626,104837626,putative protein TPRXL
HS3ST1,104837592,heparan sulfate glucosamine 3-O-sulfotransferase 1
RAB28,104837593,ras-related protein Rab-28
NKX3-2,104837627,homeobox protein Nkx-3.2
BOD1L1,104837628,biorientation of chromosomes in cell division protein 1-like 1
LOC104837629,104837629,"inositol 1,4,5-trisphosphate receptor-interacting protein-like 1"
CPEB2,104837630,cytoplasmic polyadenylation element-binding protein 2
C1QTNF7,104837595,complement C1q tumor necrosis factor-related protein 7
CC2D2A,104837596,coiled-coil and C2 domain-containing protein 2A
FBXL5,104837597,F-box/LRR-repeat protein 5 isoform X1
BST1,104837599,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2 isoform X1
CD38,104837598,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1
FGFBP1,104837600,fibroblast growth factor-binding protein 1
FGFBP2,104837601,fibroblast growth factor-binding protein 2
PROM1,104837602,prominin-1 isoform X1
TAPT1,104837603,transmembrane anterior posterior transformation protein 1 homolog isoform X1
LDB2,104837604,LIM domain-binding protein 2 isoform X1
QDPR,104837631,dihydropteridine reductase
CLRN2,104837605,clarin-2
LAP3,104837633,cytosol aminopeptidase
MED28,104837634,mediator of RNA polymerase II transcription subunit 28
FAM184B,104837635,protein FAM184B
NCAPG,104837606,condensin complex subunit 3
LOC104837636,104837636,uncharacterized protein LOC104837636
LCORL,104837608,ligand-dependent nuclear receptor corepressor-like protein
SLIT2,104837609,slit homolog 2 protein isoform X1
PACRGL,104837637,PACRG-like protein
KCNIP4,104837610,Kv channel-interacting protein 4 isoform X1
GPR125,104837612,probable G-protein coupled receptor 125 isoform X1
LOC104837638,104837638,uncharacterized gene
PPARGC1A,104837613,peroxisome proliferator-activated receptor gamma coactivator 1-alpha
DHX15,104837614,putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 isoform X1
SOD3,104837615,extracellular superoxide dismutase [Cu-Zn]
CCDC149,104837639,coiled-coil domain-containing protein 149
LGI2,104837640,leucine-rich repeat LGI family member 2
SEPSECS,104837641,O-phosphoseryl-tRNA(Sec) selenium transferase
LOC104837616,104837616,zinc finger CCHC domain-containing protein 4 isoform X1
ANAPC4,104837618,anaphase-promoting complex subunit 4
SLC34A2,104837619,sodium-dependent phosphate transport protein 2B
SEL1L3,104837620,protein sel-1 homolog 3
RBPJ,104837621,recombining binding protein suppressor of hairless isoform X1
CCKAR,104837623,cholecystokinin receptor type A
TBC1D19,104837624,TBC1 domain family member 19 isoform X1
STIM2,104837625,stromal interaction molecule 2 isoform X1
PCDH7,104837642,protocadherin-7
RASIP1,104837644,ras-interacting protein 1
LOC104837646,104837646,multiple epidermal growth factor-like domains protein 8
LOC104837645,104837645,uncharacterized LOC104837645
FAM135B,104837763,protein FAM135B
ZFAT,104837647,zinc finger protein ZFAT isoform X1
ST3GAL1,104837648,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1"
WISP1,104837649,WNT1-inducible-signaling pathway protein 1
TG,104837764,thyroglobulin
SLA,104837650,src-like-adapter
PHF20L1,104837651,PHD finger protein 20-like protein 1 isoform X1
TMEM71,104837653,transmembrane protein 71
LRRC6,104837654,protein tilB homolog
KCNQ3,104837765,potassium voltage-gated channel subfamily KQT member 3
HHLA1,104837767,HERV-H LTR-associating protein 1
OC90,104837655,otoconin-90
EFR3A,104837656,protein EFR3 homolog A isoform X1
ADCY8,104837657,LOW QUALITY PROTEIN: adenylate cyclase type 8
ASAP1,104837658,"arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1 isoform X1"
FAM49B,104837768,protein FAM49B
MYC,104837769,myc proto-oncogene protein
FAM84B,104837659,protein FAM84B
TRIB1,104837661,tribbles homolog 1
NSMCE2,104837662,E3 SUMO-protein ligase NSE2
KIAA0196,104837663,WASH complex subunit strumpellin
SQLE,104837664,squalene monooxygenase
MTSS1,104837666,metastasis suppressor protein 1 isoform X1
NDUFB9,104837665,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9
TATDN1,104837668,putative deoxyribonuclease TATDN1 isoform X1
RNF139,104837667,E3 ubiquitin-protein ligase RNF139
TMEM65,104837670,transmembrane protein 65 isoform X1
FER1L6,104837671,fer-1-like protein 6
FAM91A1,104837672,protein FAM91A1
ANXA13,104837673,annexin A13
KLHL38,104837674,kelch-like protein 38
FBXO32,104837675,F-box only protein 32 isoform X1
WDYHV1,104837677,protein N-terminal glutamine amidohydrolase isoform X1
LOC104837679,104837679,uncharacterized protein C8orf76 homolog isoform X1
FAM83A,104837678,protein FAM83A
TRNAM-CAU,104798207,tRNA-Met
TBC1D31,104837770,TBC1 domain family member 31
DERL1,104837680,derlin-1
ZHX2,104837682,zinc fingers and homeoboxes protein 2
SNTB1,104837683,beta-1-syntrophin
MTBP,104837772,mdm2-binding protein
MRPL13,104837685,"39S ribosomal protein L13, mitochondrial isoform X1"
COL14A1,104837684,collagen alpha-1(XIV) chain
DEPTOR,104837686,DEP domain-containing mTOR-interacting protein
DSCC1,104837688,sister chromatid cohesion protein DCC1
MAL2,104837689,protein MAL2
LOC104837773,104837773,potassium voltage-gated channel subfamily A member 5-like
COLEC10,104837690,collectin-10
TNFRSF11B,104837691,tumor necrosis factor receptor superfamily member 11B
SAMD12,104837774,sterile alpha motif domain-containing protein 12
EXT1,104837692,exostosin-1
MED30,104837693,mediator of RNA polymerase II transcription subunit 30
UTP23,104837694,rRNA-processing protein UTP23 homolog isoform X1
EIF3H,104837695,eukaryotic translation initiation factor 3 subunit H
TRPS1,104837775,zinc finger transcription factor Trps1
LOC104837776,104837776,uncharacterized gene
CSMD3,104837777,CUB and sushi domain-containing protein 3
LOC104837778,104837778,uncharacterized gene
KCNV1,104837697,potassium voltage-gated channel subfamily V member 1
SYBU,104837779,syntabulin
EBAG9,104837698,receptor-binding cancer antigen expressed on SiSo cells
ENY2,104837699,transcription and mRNA export factor ENY2 isoform X1
NUDCD1,104837700,nudC domain-containing protein 1 isoform X1
EMC2,104837701,ER membrane protein complex subunit 2 isoform X1
EIF3E,104837702,eukaryotic translation initiation factor 3 subunit E isoform X1
RSPO2,104837703,R-spondin-2
ANGPT1,104837704,angiopoietin-1
ABRA,104837705,actin-binding Rho-activating protein
OXR1,104837706,oxidation resistance protein 1 isoform X1
TRNAL-CAG,104798203,tRNA-Leu
ZFPM2,104837781,zinc finger protein ZFPM2
LRP12,104837782,low-density lipoprotein receptor-related protein 12
DPYS,104837707,dihydropyrimidinase isoform X1
DCSTAMP,104837708,dendritic cell-specific transmembrane protein
RIMS2,104837709,regulating synaptic membrane exocytosis protein 2 isoform X1
DCAF13,104837783,DDB1- and CUL4-associated factor 13
SLC25A32,104837784,mitochondrial folate transporter/carrier
CTHRC1,104837785,collagen triple helix repeat-containing protein 1
FZD6,104837711,frizzled-6
BAALC,104837712,brain and acute leukemia cytoplasmic protein
ATP6V1C1,104837713,V-type proton ATPase subunit C 1
AZIN1,104837714,antizyme inhibitor 1 isoform X1
KLF10,104837715,Krueppel-like factor 10 isoform X1
ODF1,104837786,outer dense fiber protein 1
UBR5,104837717,E3 ubiquitin-protein ligase UBR5 isoform X1
RRM2B,104837718,ribonucleoside-diphosphate reductase subunit M2 B
NCALD,104837719,neurocalcin-delta
GRHL2,104837787,grainyhead-like protein 2 homolog
ZNF706,104837720,zinc finger protein 706
YWHAZ,104837721,14-3-3 protein zeta/delta
PABPC1,104837722,polyadenylate-binding protein 1 isoform X1
SNX31,104837788,sorting nexin-31
ANKRD46,104837723,ankyrin repeat domain-containing protein 46
RNF19A,104837724,E3 ubiquitin-protein ligase RNF19A
SPAG1,104837789,sperm-associated antigen 1
POLR2K,104837725,"DNA-directed RNA polymerases I, II, and III subunit RPABC4"
FBXO43,104837727,F-box only protein 43
RGS22,104837790,LOW QUALITY PROTEIN: regulator of G-protein signaling 22
LOC104837728,104837728,cytochrome c oxidase subunit 6C
VPS13B,104837729,vacuolar protein sorting-associated protein 13B isoform X1
OSR2,104837731,LOW QUALITY PROTEIN: protein odd-skipped-related 2
STK3,104837732,serine/threonine-protein kinase 3
KCNS2,104837733,potassium voltage-gated channel subfamily S member 2
NIPAL2,104837792,NIPA-like protein 2
POP1,104837734,ribonucleases P/MRP protein subunit POP1
HRSP12,104837735,ribonuclease UK114
RPL30,104837736,60S ribosomal protein L30
MATN2,104837793,LOW QUALITY PROTEIN: matrilin-2
LAPTM4B,104837737,lysosomal-associated transmembrane protein 4B
MTDH,104837738,protein LYRIC isoform X1
CPQ,104837739,carboxypeptidase Q
SDC2,104837794,syndecan-2
PTDSS1,104837740,phosphatidylserine synthase 1 isoform X1
MTERF3,104837742,"transcription termination factor 3, mitochondrial"
LOC104837741,104837741,uncharacterized LOC104837741
LOC104837743,104837743,cytochrome b-c1 complex subunit 7 isoform X1
GDF6,104837795,growth/differentiation factor 6
TRNAS-AGA,104798212,tRNA-Ser
LOC104837745,104837745,protein C8orf37 homolog
PLEKHF2,104837746,pleckstrin homology domain-containing family F member 2
NDUFAF6,104837747,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 6"
TP53INP1,104837748,tumor protein p53-inducible nuclear protein 1 isoform X1
CCNE2,104837751,G1/S-specific cyclin-E2
INTS8,104837749,integrator complex subunit 8 isoform X1
LOC104837796,104837796,neural-cadherin-like
DPY19L4,104837752,probable C-mannosyltransferase DPY19L4 isoform X1
ESRP1,104837753,epithelial splicing regulatory protein 1
KIAA1429,104837797,protein virilizer homolog
LOC104837754,104837754,RING finger protein 151-like isoform X1
RAD54B,104837756,DNA repair and recombination protein RAD54B
FSBP,104837755,fibrinogen silencer-binding protein
GEM,104837758,GTP-binding protein GEM
CDH17,104837798,cadherin-17
PDP1,104837759,pyruvate dehyrogenase phosphatase catalytic subunit 1
TMEM67,104837760,meckelin
RBM12B,104837761,RNA-binding protein 12B
FAM92A1,104837762,protein FAM92A1
LOC104837974,104837974,LOW QUALITY PROTEIN: endogenous retrovirus group K member 113 Pol protein-like
GUCA2A,104837799,guanylin
LACTBL1,104837801,putative beta-lactamase-like 1
EPHB2,104837802,ephrin type-B receptor 2 isoform X1
C1QB,104837803,complement C1q subcomponent subunit B
LOC104837975,104837975,uncharacterized protein LOC104837975
EPHA8,104837976,ephrin type-A receptor 8
ZBTB40,104837804,zinc finger and BTB domain-containing protein 40 isoform X1
WNT4,104837805,protein Wnt-4
CDC42,104837807,cell division control protein 42 homolog isoform X1
LOC104837977,104837977,uncharacterized protein C1orf50 homolog
LEPRE1,104837978,prolyl 3-hydroxylase 1
LOC104837979,104837979,claudin-16-like
YBX1,104837808,nuclease-sensitive element-binding protein 1 isoform X1
PPIH,104837809,peptidyl-prolyl cis-trans isomerase H
CCDC30,104837810,coiled-coil domain-containing protein 30 isoform X1
PPCS,104837811,phosphopantothenate--cysteine ligase isoform X1
ZMYND12,104837980,zinc finger MYND domain-containing protein 12
SLC2A1,104837812,"solute carrier family 2, facilitated glucose transporter member 1"
LOC104837813,104837813,polyhomeotic-like protein 2 isoform X1
LOC104837981,104837981,polyhomeotic-like protein 2
ZNF362,104837815,zinc finger protein 362
TRIM62,104837816,E3 ubiquitin-protein ligase TRIM62
CCDC23,104837817,coiled-coil domain-containing protein 23
LOC104837982,104837982,uncharacterized protein LOC104837982
CELA3B,104837983,chymotrypsin-like elastase family member 3B
HSPG2,104837984,basement membrane-specific heparan sulfate proteoglycan core protein
USP48,104837818,ubiquitin carboxyl-terminal hydrolase 48 isoform X1
RAP1GAP,104837985,rap1 GTPase-activating protein 1
ALPL,104837820,"alkaline phosphatase, tissue-nonspecific isozyme"
ECE1,104837821,endothelin-converting enzyme 1
EIF4G3,104837822,eukaryotic translation initiation factor 4 gamma 3 isoform X1
HP1BP3,104837986,heterochromatin protein 1-binding protein 3
SH2D5,104837826,SH2 domain-containing protein 5 isoform X1
KIF17,104837824,kinesin-like protein KIF17 isoform X1
DDOST,104837823,dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit
LOC104837827,104837827,regulatory solute carrier protein family 1 member 1 isoform X1
PLEKHM2,104837987,pleckstrin homology domain-containing family M member 2
SLC25A34,104837988,solute carrier family 25 member 34
TMEM82,104837989,transmembrane protein 82
FBLIM1,104837828,LOW QUALITY PROTEIN: filamin-binding LIM protein 1
SPEN,104837829,msx2-interacting protein isoform X1
ZBTB17,104837831,zinc finger and BTB domain-containing protein 17 isoform X1
HSPB7,104837832,heat shock protein beta-7
CLCNKA,104837833,chloride channel protein ClC-Ka
EPHA2,104837990,ephrin type-A receptor 2
RSG1,104837991,REM2- and Rab-like small GTPase 1
FBXO42,104837834,F-box only protein 42 isoform X1
SZRD1,104837835,SUZ domain-containing protein 1 isoform X1
NECAP2,104837837,adaptin ear-binding coat-associated protein 2
CROCC,104837992,LOW QUALITY PROTEIN: rootletin
MFAP2,104837839,microfibrillar-associated protein 2
LOC104837838,104837838,probable cation-transporting ATPase 13A2 isoform X1
PADI2,104837993,protein-arginine deiminase type-2
LOC104837994,104837994,protein-arginine deiminase type-1-like
LOC104837995,104837995,LOW QUALITY PROTEIN: protein-arginine deiminase type-1-like
RCC2,104837996,protein RCC2
ARHGEF10L,104837840,LOW QUALITY PROTEIN: rho guanine nucleotide exchange factor 10-like protein
IGSF21,104837997,immunoglobulin superfamily member 21
KLHDC7A,104837998,kelch domain-containing protein 7A
PAX7,104837841,paired box protein Pax-7 isoform X1
ALDH4A1,104837999,"delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial"
IFFO2,104838000,intermediate filament family orphan 2
UBR4,104837845,E3 ubiquitin-protein ligase UBR4
EMC1,104837844,ER membrane protein complex subunit 1
MRTO4,104837843,mRNA turnover protein 4 homolog
AKR7A2,104837842,aflatoxin B1 aldehyde reductase member 2
PQLC2,104837847,lysosomal amino acid transporter 1 homolog
CAPZB,104837846,F-actin-capping protein subunit beta isoform X1
MINOS1,104837849,MICOS complex subunit MIC10
LOC104837850,104837850,neuroblastoma suppressor of tumorigenicity 1
HTR6,104837851,5-hydroxytryptamine receptor 6
TMCO4,104837852,transmembrane and coiled-coil domain-containing protein 4
RNF186,104838001,RING finger protein 186
OTUD3,104837853,OTU domain-containing protein 3 isoform X1
LOC104837854,104837854,basic phospholipase A2 A-like
LOC104838002,104838002,basic phospholipase A2 Cdr-13-like
LOC104837855,104837855,"phospholipase A2, membrane associated-like"
UBXN10,104837856,UBX domain-containing protein 10
LOC104837857,104837857,ATP-dependent RNA helicase DDX19A isoform X1
VWA5B1,104838005,von Willebrand factor A domain-containing protein 5B1
CAMK2N1,104837859,calcium/calmodulin-dependent protein kinase II inhibitor 1
MUL1,104837860,mitochondrial ubiquitin ligase activator of NFKB 1
FAM43B,104837861,protein FAM43B
CDA,104837862,cytidine deaminase
PINK1,104838006,"serine/threonine-protein kinase PINK1, mitochondrial"
AGMAT,104837863,"agmatinase, mitochondrial"
DNAJC16,104837864,dnaJ homolog subfamily C member 16
CASP9,104837865,caspase-9
CTRC,104837866,chymotrypsin-C
LOC104838007,104838007,EF-hand domain-containing protein D1-like
FHAD1,104838008,forkhead-associated domain-containing protein 1
TMEM51,104837867,transmembrane protein 51
KAZN,104837869,kazrin
PRDM2,104837870,PR domain zinc finger protein 2
LOC104838009,104838009,PR domain zinc finger protein 2-like
LRRC38,104837871,leucine-rich repeat-containing protein 38
PDPN,104837872,podoplanin
LOC104838010,104838010,uncharacterized protein C1orf158 homolog
LOC104838011,104838011,arylacetamide deacetylase-like 4
LOC104837873,104837873,arylacetamide deacetylase-like 4
LOC104837874,104837874,arylacetamide deacetylase-like 4
LOC104838012,104838012,uncharacterized gene
LOC104838013,104838013,LOW QUALITY PROTEIN: arylacetamide deacetylase-like 4
DHRS3,104837875,short-chain dehydrogenase/reductase 3
VPS13D,104837876,vacuolar protein sorting-associated protein 13D
TNFRSF1B,104838014,tumor necrosis factor receptor superfamily member 1B
TNFRSF8,104837877,tumor necrosis factor receptor superfamily member 8
MIIP,104837880,migration and invasion-inhibitory protein
MFN2,104837878,mitofusin-2 isoform X1
PLOD1,104837882,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1"
LOC104837881,104837881,uncharacterized LOC104837881
KIAA2013,104838015,uncharacterized protein KIAA2013 homolog
LOC104838016,104838016,chymotrypsin-like elastase family member 2A
LOC104838017,104838017,atrial natriuretic peptide receptor 2-like
NPPC,104837883,C-type natriuretic peptide
NPPA,104837884,natriuretic peptides A
LOC104837885,104837885,natriuretic peptides A
CLCN6,104837886,chloride transport protein 6
MTHFR,104837887,methylenetetrahydrofolate reductase isoform X1
AGTRAP,104837889,type-1 angiotensin II receptor-associated protein
DRAXIN,104837890,draxin
MAD2L2,104837891,mitotic spindle assembly checkpoint protein MAD2B
LOC104837892,104837892,F-box only protein 6-like
FBXO2,104837893,F-box only protein 2
PTCHD2,104837895,patched domain-containing protein 2 isoform X1
UBIAD1,104837894,ubiA prenyltransferase domain-containing protein 1 isoform X1
MTOR,104837898,serine/threonine-protein kinase mTOR
ANGPTL7,104837896,angiopoietin-related protein 7
EXOSC10,104837899,exosome component 10
SRM,104838018,spermidine synthase
CORT,104837900,cortistatin
MASP2,104837901,mannan-binding lectin serine protease 2
TARDBP,104837902,TAR DNA-binding protein 43
CASZ1,104837903,zinc finger protein castor homolog 1
PEX14,104838019,peroxisomal membrane protein PEX14
DFFA,104837904,DNA fragmentation factor subunit alpha
APITD1,104837905,centromere protein S
PGD,104837906,"6-phosphogluconate dehydrogenase, decarboxylating"
KIF1B,104837908,kinesin-like protein KIF1B isoform X1
UBE4B,104837909,ubiquitin conjugation factor E4 B isoform X1
RBP7,104837910,retinoid-binding protein 7
NMNAT1,104837911,nicotinamide mononucleotide adenylyltransferase 1
LZIC,104837914,protein LZIC isoform X1
